Fiscal Year,State,State_Abbr,FIPS,PAI,Source_Link,
2023,Hawaii,HI,15,0.885,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Idaho,ID,16,0.482,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Illinois,IL,17,1.119,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Indiana,IN,18,0.565,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Iowa,IA,19,0.573,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Kansas,KS,20,0.442,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Kentucky,KY,21,0.601,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Louisiana,LA,22,0.852,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Maine,ME,23,0.893,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Maryland,MD,24,0.939,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Massachusetts,MA,25,1.233,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Michigan,MI,26,0.873,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Minnesota,MN,27,0.673,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Mississippi,MS,28,0.587,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Missouri,MO,29,0.685,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Montana,MT,30,0.496,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Nebraska,NE,31,0.588,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Nevada,NV,32,0.995,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,New Hampshire,NH,33,0.599,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,New Jersey,NJ,34,0.683,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,New Mexico,NM,35,0.99,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,New York,NY,36,0.853,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,North Carolina,NC,37,0.881,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,North Dakota,ND,38,0.506,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Ohio,OH,39,0.724,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Oklahoma,OK,40,0.862,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Oregon,OR,41,1.125,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Pennsylvania,PA,42,1.005,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Rhode Island,RI,44,1.002,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,South Carolina,SC,45,0.655,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,South Dakota,SD,46,0.549,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Tennessee,TN,47,0.601,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Texas,TX,48,0.619,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Utah,UT,49,0.407,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Vermont,VT,50,0.892,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Virginia,VA,51,0.759,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Washington,WA,53,0.899,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,West Virginia,WV,54,0.818,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Wisconsin,WI,55,0.889,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
2023,Wyoming,WY,56,0.356,https://fns-prod.azureedge.us/sites/default/files/resource-files/snap-pai2023-101824.pdf,
,,,,,,
,,,,,,
